seawater_vv,urea_pv,ammonium_sulfate_pv,kh2po4_pv,surface_tension_mNm
0.0,0.0,0.6,1.5,42.27884638620076
0.0,0.0,0.6,1.5,42.22
100.0,0.0,0.2,1.5,42.295981978908415
0.0,0.0,0.6,1.5,42.395333218536294
0.0,0.0,0.6,0.5,42.22
100.0,0.5,0.2,0.5,42.22
100.0,0.0,0.6,1.5,42.401709984394074
0.0,0.0,0.6,1.5,42.30957317159284
0.0,0.0,0.2,0.5,42.22
0.0,0.5,0.6,0.5,42.28404989478099
0.0,0.0,0.6,1.5,53.512271018867736
100.0,0.0,0.2,0.5,53.51200859997173
0.0,0.0,0.2,1.5,53.57
100.0,0.0,0.2,1.5,42.22
100.0,0.0,0.2,1.5,53.369090753011726
100.0,0.0,0.2,1.5,42.22
100.0,0.0,0.2,1.5,53.449912594843994
0.0,0.0,0.6,1.5,42.25813640208355
0.0,0.5,0.6,1.5,42.22
0.0,0.0,0.2,0.5,42.22
0.0,0.5,0.2,0.5,53.57
100.0,0.0,0.2,1.5,53.53924331689673
0.0,0.5,0.6,1.5,42.230133781066066
0.0,0.5,0.6,1.5,42.22
0.0,0.5,0.2,0.5,42.22
100.0,0.5,0.6,1.5,42.23505904376606
100.0,0.0,0.6,0.5,42.22
100.0,0.5,0.2,0.5,42.26511105491622
100.0,0.0,0.2,0.5,42.22
0.0,0.0,0.2,1.5,42.22
0.0,0.0,0.6,0.5,42.22
100.0,0.5,0.6,0.5,42.43270290377575
100.0,0.0,0.6,0.5,42.22093739482623
100.0,0.0,0.2,0.5,53.44481873656546
100.0,0.0,0.2,1.5,53.57
0.0,0.0,0.6,0.5,42.22
0.0,0.0,0.6,1.5,42.24617534786702
100.0,0.0,0.6,1.5,42.22
100.0,0.5,0.6,1.5,42.22
0.0,0.0,0.2,0.5,42.24481308010513
0.0,0.0,0.6,0.5,42.30628528666346
0.0,0.0,0.6,1.5,42.24191962974905
0.0,0.0,0.6,1.5,53.55174284695089
